order_date,shipment_date,region,city,product,category,segment,department,customer_type,quantity,revenue,cost,discount,shipping_cost
2024-01-19,2024-01-22,North,Delhi,Milk,Grocery,Home Office,Operations,New,16,31312.0,31544.82,0.28,232.82
2024-11-08,2024-11-11,South,Bangalore,Chair,Furniture,Corporate,Sales,Returning,19,272870.4,236553.86,0.18,1885.32
2024-03-02,2024-03-12,North,Delhi,Coffee,Grocery,Home Office,Finance,Returning,18,29970.0,22481.1,0.01,603.0
2024-07-08,2024-07-17,North,Delhi,Jeans,Clothing,Corporate,Operations,VIP,6,4998.0,6305.86,0.03,2557.36
2024-04-01,2024-04-03,West,Mumbai,Monitor,Electronics,Consumer,Sales,New,19,1389356.0,1377802.87,0.24,2340.43
2024-05-02,2024-05-05,South,Bangalore,Sofa,Furniture,Home Office,Finance,Returning,20,149300.0,126774.86,0.15,2855.86
2024-03-01,2024-03-10,East,Bhubaneswar,Rice,Grocery,Home Office,Operations,New,4,4556.0,6297.68,0.07,2333.96
2025-03-08,2025-03-16,South,Chennai,Smartphone,Electronics,Consumer,Operations,VIP,16,424880.0,370572.29,0.19,926.69
2024-01-27,2024-02-05,West,Pune,Shoes,Clothing,Consumer,Sales,VIP,6,26838.0,23629.37,0.03,2695.73
2025-02-02,2025-02-04,West,Ahmedabad,Shoes,Clothing,Consumer,Marketing,New,11,26862.0,24049.81,0.12,679.87
2024-04-20,2024-04-30,South,Bangalore,Snacks,Grocery,Consumer,Finance,New,15,5685.0,5324.75,0.14,663.05
2024-10-18,2024-10-19,East,Bhubaneswar,Sofa,Furniture,Consumer,Sales,VIP,9,132634.8,125655.34,0.13,2304.98
2024-07-29,2024-08-07,South,Chennai,Desk,Furniture,Home Office,Operations,New,16,306944.0,251836.14,0.14,142.06
2024-04-23,2024-05-03,West,Ahmedabad,Desk,Furniture,Corporate,Finance,VIP,5,26660.0,21726.49,0.01,1464.89
2024-09-10,2024-09-14,North,Chandigarh,Snacks,Grocery,Home Office,Sales,Returning,3,1638.0,2202.67,0.04,957.79
2025-01-17,2025-01-27,North,Delhi,Coffee,Grocery,Consumer,Finance,VIP,1,1680.0,3415.89,0.04,2139.09
2025-04-02,2025-04-08,South,Chennai,Rice,Grocery,Home Office,Sales,Returning,17,27897.0,24045.4,0.08,2843.68
2025-04-29,2025-05-05,South,Hyderabad,Tablet,Electronics,Home Office,Sales,VIP,2,44544.0,39913.44,0.19,1160.16
2024-10-03,2024-10-05,South,Hyderabad,Smartphone,Electronics,Consumer,Marketing,New,16,1215820.8,961373.77,0.11,875.34
2024-09-05,2024-09-14,West,Pune,Laptop,Electronics,Corporate,Marketing,Returning,17,1179222.0,1075585.62,0.16,2493.6
2024-02-11,2024-02-18,East,Bhubaneswar,T-Shirt,Clothing,Consumer,Finance,New,6,8370.0,9487.14,0.08,2121.54
2024-10-04,2024-10-07,West,Mumbai,Chair,Furniture,Corporate,Finance,VIP,16,624633.6,588100.98,0.19,945.4
2024-11-26,2024-12-02,North,Delhi,Sofa,Furniture,Corporate,Marketing,VIP,16,763084.8,657997.96,0.14,1745.03
2025-01-29,2025-01-30,East,Kolkata,Jeans,Clothing,Corporate,Marketing,Returning,5,21170.0,21524.59,0.19,566.29
2024-01-22,2024-01-28,East,Kolkata,Desk,Furniture,Consumer,Operations,New,19,643986.0,555559.17,0.06,1731.21
2024-10-03,2024-10-06,North,Lucknow,Jacket,Clothing,Consumer,Marketing,Returning,18,15206.4,17535.1,0.28,2328.7
2024-12-27,2025-01-01,West,Pune,Chair,Furniture,Home Office,Marketing,VIP,16,460684.8,426559.97,0.17,2729.95
2024-10-09,2024-10-11,West,Pune,Monitor,Electronics,Consumer,Operations,VIP,10,199500.0,172616.46,0.11,1046.46
2024-10-02,2024-10-10,South,Hyderabad,Sofa,Furniture,Consumer,Sales,New,3,138744.0,117006.72,0.15,1849.2
2024-07-16,2024-07-22,North,Lucknow,Shoes,Clothing,Consumer,Finance,Returning,1,3378.0,6047.26,0.29,2635.48
2025-02-16,2025-02-23,North,Delhi,Snacks,Grocery,Corporate,Marketing,New,14,7350.0,8919.81,0.09,2966.31
2025-04-13,2025-04-18,East,Kolkata,Rice,Grocery,Consumer,Finance,VIP,14,7112.0,7323.45,0.06,1207.13
2024-01-14,2024-01-15,West,Mumbai,Jacket,Clothing,Corporate,Finance,New,5,21855.0,23451.04,0.2,2688.79
2024-09-09,2024-09-11,West,Mumbai,Milk,Grocery,Consumer,Sales,Returning,20,25160.0,22988.74,0.13,847.94
2024-03-24,2024-04-03,West,Ahmedabad,Tablet,Electronics,Home Office,Sales,Returning,2,49154.0,48324.26,0.21,1136.42
2024-05-28,2024-06-02,North,Chandigarh,Shoes,Clothing,Home Office,Marketing,New,17,80053.0,76681.77,0.23,631.42
2024-12-16,2024-12-22,North,Lucknow,Sofa,Furniture,Corporate,Marketing,Returning,4,134611.2,103220.62,0.04,916.11
2024-09-14,2024-09-18,West,Pune,Jeans,Clothing,Consumer,Operations,New,7,34006.0,33578.81,0.17,2293.29
2024-09-02,2024-09-08,North,Chandigarh,Rice,Grocery,Consumer,Operations,New,10,17730.0,18034.49,0.13,2963.99
2024-03-06,2024-03-09,East,Kolkata,T-Shirt,Clothing,Home Office,Sales,New,8,17752.0,20681.61,0.29,1331.93
2024-02-25,2024-02-26,North,Delhi,Monitor,Electronics,Corporate,Sales,New,17,915858.0,906924.94,0.27,225.52
2025-04-06,2025-04-10,East,Patna,Laptop,Electronics,Consumer,Operations,VIP,6,353688.0,299361.89,0.04,2263.97
2024-10-18,2024-10-20,East,Patna,Jacket,Clothing,Consumer,Operations,VIP,4,23193.6,26321.91,0.21,2896.37
2024-12-23,2025-01-02,South,Hyderabad,Laptop,Electronics,Consumer,Finance,Returning,6,315453.6,250409.22,0.11,1200.88
2024-08-26,2024-08-28,South,Hyderabad,Cabinet,Furniture,Consumer,Marketing,New,17,637381.0,492977.57,0.09,2194.2
2024-11-03,2024-11-08,North,Chandigarh,Rice,Grocery,Corporate,Marketing,Returning,15,33318.0,30904.94,0.13,2584.64
2024-02-23,2024-03-01,West,Ahmedabad,Jeans,Clothing,Consumer,Finance,VIP,15,22140.0,21377.41,0.12,2115.61
2024-04-12,2024-04-22,North,Lucknow,Chair,Furniture,Corporate,Operations,Returning,13,263393.0,231469.88,0.15,2317.97
2024-09-18,2024-09-23,East,Patna,Coffee,Grocery,Corporate,Finance,Returning,5,1750.0,3082.09,0.08,1542.09
2024-01-14,2024-01-17,South,Bangalore,Laptop,Electronics,Consumer,Finance,VIP,13,710086.0,618154.19,0.19,379.37
2024-09-11,2024-09-19,North,Lucknow,Snacks,Grocery,Consumer,Marketing,VIP,17,20723.0,17443.29,0.01,2315.5
2024-08-23,2024-08-24,West,Mumbai,Snacks,Grocery,Corporate,Finance,Returning,2,2212.0,2952.69,0.13,1006.13
2024-10-14,2024-10-17,West,Pune,Monitor,Electronics,Home Office,Finance,Returning,17,380500.8,355061.35,0.18,1195.61
2025-03-04,2025-03-10,East,Bhubaneswar,T-Shirt,Clothing,Consumer,Sales,New,12,39540.0,33919.11,0.03,1100.91
2024-04-30,2024-05-05,East,Bhubaneswar,T-Shirt,Clothing,Home Office,Operations,New,19,56943.0,51405.86,0.1,157.16
2024-01-11,2024-01-19,East,Kolkata,Snacks,Grocery,Home Office,Finance,Returning,19,24092.0,23925.0,0.12,1760.36
2024-11-10,2024-11-15,West,Mumbai,Sofa,Furniture,Corporate,Marketing,New,12,483451.2,457369.04,0.19,2924.91
2024-10-20,2024-10-27,North,Lucknow,Sofa,Furniture,Corporate,Sales,Returning,8,105849.6,87091.75,0.1,295.08
2025-02-15,2025-02-20,West,Pune,Sofa,Furniture,Consumer,Marketing,VIP,14,357490.0,312928.7,0.12,1912.4
2024-09-12,2024-09-16,West,Ahmedabad,Chair,Furniture,Home Office,Operations,VIP,15,598680.0,580993.26,0.22,273.66
2024-12-16,2024-12-21,South,Chennai,Milk,Grocery,Consumer,Operations,VIP,14,23486.4,18676.01,0.06,1296.07
2024-05-02,2024-05-04,East,Patna,Sofa,Furniture,Home Office,Operations,Returning,5,34075.0,37224.81,0.25,1446.06
2024-01-15,2024-01-20,West,Pune,Smartphone,Electronics,Consumer,Marketing,New,9,523494.0,471302.34,0.15,157.74
2024-12-02,2024-12-04,North,Chandigarh,T-Shirt,Clothing,Corporate,Marketing,VIP,13,37954.8,35330.49,0.17,1550.72
2024-03-03,2024-03-09,North,Lucknow,Shoes,Clothing,Consumer,Operations,VIP,11,26752.0,21543.84,0.07,409.76
2024-09-30,2024-10-06,South,Chennai,Snacks,Grocery,Corporate,Sales,Returning,4,5992.0,5399.43,0.07,905.43
2025-05-10,2025-05-20,South,Chennai,Coffee,Grocery,Corporate,Sales,VIP,2,1236.0,2047.48,0.17,996.88
2025-04-10,2025-04-17,East,Patna,Smartphone,Electronics,Corporate,Finance,New,9,312471.0,271406.78,0.06,2681.72
2025-02-25,2025-03-05,West,Ahmedabad,Shoes,Clothing,Consumer,Marketing,New,16,51600.0,48171.78,0.13,2763.78
2025-01-08,2025-01-17,North,Delhi,T-Shirt,Clothing,Corporate,Finance,VIP,11,10186.0,11196.71,0.19,1927.45
2024-10-21,2024-10-23,South,Bangalore,Milk,Grocery,Home Office,Marketing,Returning,4,7492.8,9776.82,0.29,2508.8
2024-03-09,2024-03-14,South,Hyderabad,Coffee,Grocery,Corporate,Finance,VIP,6,3036.0,3321.6,0.03,1166.04
2025-05-13,2025-05-21,West,Pune,Chair,Furniture,Consumer,Operations,New,7,112413.0,107509.36,0.19,1841.14
2025-01-02,2025-01-11,South,Bangalore,Jeans,Clothing,Home Office,Sales,New,14,63672.0,48443.12,0.07,689.12
2024-11-03,2024-11-07,East,Bhubaneswar,Snacks,Grocery,Consumer,Finance,New,10,5628.0,5700.99,0.12,523.23
2024-12-16,2024-12-24,East,Bhubaneswar,Cabinet,Furniture,Consumer,Marketing,VIP,3,128620.8,117868.49,0.1,2109.77
2024-02-18,2024-02-27,South,Hyderabad,Snacks,Grocery,Home Office,Marketing,New,2,2128.0,5012.14,0.27,2990.54
2024-07-08,2024-07-11,North,Delhi,Shoes,Clothing,Corporate,Finance,VIP,18,47376.0,44015.07,0.15,2797.95
2024-05-13,2024-05-15,West,Mumbai,Tablet,Electronics,Home Office,Finance,New,11,196834.0,205622.26,0.29,914.9
2024-06-09,2024-06-16,East,Bhubaneswar,Jacket,Clothing,Home Office,Marketing,VIP,6,10434.0,13066.56,0.26,2006.52
2024-01-19,2024-01-27,West,Mumbai,Desk,Furniture,Consumer,Operations,New,9,320526.0,339341.2,0.3,2788.9
2025-03-09,2025-03-12,North,Chandigarh,Shoes,Clothing,Corporate,Finance,New,4,8672.0,9545.69,0.09,2521.37
2025-04-16,2025-04-18,East,Patna,Chair,Furniture,Home Office,Operations,Returning,8,301152.0,271961.22,0.1,924.42
2024-02-11,2024-02-19,North,Chandigarh,T-Shirt,Clothing,Corporate,Operations,New,16,8752.0,10842.42,0.29,2002.9
2025-02-12,2025-02-13,West,Pune,Desk,Furniture,Consumer,Marketing,Returning,3,89982.0,75481.29,0.08,796.23
2024-05-25,2024-05-28,West,Mumbai,Smartphone,Electronics,Consumer,Finance,Returning,4,138260.0,137876.69,0.24,999.29
2024-08-16,2024-08-23,South,Chennai,Tablet,Electronics,Home Office,Operations,Returning,16,521520.0,423599.08,0.13,1167.88
2024-12-12,2024-12-16,South,Chennai,Rice,Grocery,Consumer,Marketing,Returning,5,8334.0,7594.09,0.19,343.51
2024-12-16,2024-12-21,West,Pune,Monitor,Electronics,Corporate,Operations,New,8,473097.6,359876.12,0.01,321.94
2024-12-04,2024-12-14,North,Lucknow,Monitor,Electronics,Corporate,Sales,Returning,9,413586.0,360250.23,0.15,430.41
2025-03-24,2025-03-29,West,Mumbai,Cabinet,Furniture,Consumer,Sales,Returning,11,382998.0,380257.89,0.24,1089.87
2024-02-24,2024-03-02,South,Bangalore,Chair,Furniture,Home Office,Marketing,VIP,18,96894.0,67889.74,0.0,2001.82
2024-12-10,2024-12-17,West,Ahmedabad,Snacks,Grocery,Corporate,Marketing,VIP,10,1536.0,3710.47,0.06,2466.31
2024-05-03,2024-05-10,South,Bangalore,Cabinet,Furniture,Home Office,Operations,VIP,18,191556.0,158550.49,0.14,1474.57
2024-08-29,2024-08-30,North,Delhi,Desk,Furniture,Home Office,Finance,Returning,15,313500.0,281533.13,0.17,2518.13
2025-03-10,2025-03-18,North,Chandigarh,Laptop,Electronics,Home Office,Finance,Returning,19,1026912.0,864194.81,0.12,1588.73
2024-02-02,2024-02-07,West,Mumbai,Laptop,Electronics,Corporate,Marketing,VIP,14,1025780.0,966207.12,0.19,1973.92
2024-04-08,2024-04-16,West,Ahmedabad,Rice,Grocery,Consumer,Marketing,VIP,12,6588.0,8213.26,0.18,2086.42
2025-02-13,2025-02-16,West,Mumbai,Shoes,Clothing,Corporate,Marketing,Returning,20,24120.0,22069.34,0.14,602.54
2024-04-30,2024-05-04,South,Hyderabad,Rice,Grocery,Corporate,Finance,Returning,18,34272.0,28109.81,0.08,2063.09
2024-11-12,2024-11-16,South,Hyderabad,Laptop,Electronics,Corporate,Finance,New,4,248784.0,246184.49,0.3,2376.17
2024-01-26,2024-02-03,North,Lucknow,Jeans,Clothing,Home Office,Sales,VIP,15,20505.0,20822.75,0.18,2368.25
2025-04-11,2025-04-17,North,Lucknow,Laptop,Electronics,Consumer,Sales,New,6,376398.0,329690.66,0.15,2224.4
2024-08-12,2024-08-19,North,Delhi,Jacket,Clothing,Consumer,Sales,New,1,3296.0,3214.7,0.15,347.18
2025-01-20,2025-01-29,East,Patna,Coffee,Grocery,Home Office,Operations,New,14,24388.0,25443.1,0.13,2762.26
2025-01-02,2025-01-11,West,Ahmedabad,T-Shirt,Clothing,Corporate,Operations,New,3,9234.0,10179.9,0.29,576.54
2024-12-31,2025-01-09,North,Chandigarh,Smartphone,Electronics,Home Office,Sales,VIP,10,509748.0,481899.89,0.22,2736.77
2024-11-15,2024-11-25,North,Chandigarh,Cabinet,Furniture,Corporate,Operations,VIP,15,497268.0,388843.48,0.06,974.44
2024-10-03,2024-10-08,North,Lucknow,Shoes,Clothing,Home Office,Operations,VIP,7,25678.8,23000.11,0.1,1943.49
2024-02-26,2024-02-27,North,Delhi,Jeans,Clothing,Corporate,Finance,VIP,12,40836.0,31798.07,0.01,1987.79
2025-02-16,2025-02-26,North,Chandigarh,T-Shirt,Clothing,Corporate,Marketing,New,19,45885.0,39200.92,0.09,2034.07
2024-10-25,2024-10-29,South,Hyderabad,Milk,Grocery,Consumer,Marketing,VIP,12,22420.8,19455.8,0.13,1294.95
2024-02-09,2024-02-15,North,Delhi,Milk,Grocery,Corporate,Operations,Returning,17,32045.0,27182.6,0.08,1546.6
2024-03-06,2024-03-14,West,Pune,Snacks,Grocery,Consumer,Operations,VIP,15,5115.0,6331.15,0.21,1420.75
2024-03-02,2024-03-08,North,Lucknow,Sofa,Furniture,Consumer,Finance,New,19,145141.0,111291.44,0.04,984.28
2025-02-05,2025-02-15,East,Bhubaneswar,Shoes,Clothing,Consumer,Operations,New,14,39508.0,35826.81,0.05,2245.01
2024-10-20,2024-10-25,North,Delhi,T-Shirt,Clothing,Consumer,Finance,Returning,19,81852.0,81914.12,0.25,2517.68
2025-03-19,2025-03-25,South,Bangalore,Snacks,Grocery,Home Office,Finance,New,3,1728.0,2724.69,0.27,1083.09
2024-12-28,2024-12-29,North,Lucknow,Coffee,Grocery,Home Office,Sales,New,19,32330.4,29432.1,0.17,658.04
2024-12-03,2024-12-12,North,Lucknow,Cabinet,Furniture,Home Office,Sales,New,6,44949.6,37566.79,0.06,2506.1
2025-03-17,2025-03-18,West,Mumbai,Shoes,Clothing,Home Office,Sales,Returning,11,42889.0,44338.3,0.26,1020.41
2024-03-14,2024-03-17,East,Kolkata,Laptop,Electronics,Home Office,Operations,Returning,9,588159.0,643161.27,0.29,2067.96
2024-07-18,2024-07-20,North,Lucknow,Jeans,Clothing,Consumer,Sales,Returning,11,34705.0,31305.6,0.11,2500.45
2024-09-17,2024-09-26,North,Delhi,Desk,Furniture,Home Office,Operations,Returning,13,163033.0,135391.11,0.1,1704.05
2024-05-17,2024-05-26,North,Chandigarh,Monitor,Electronics,Home Office,Operations,New,19,1125617.0,1004176.25,0.17,2377.12
2024-07-10,2024-07-19,East,Patna,Snacks,Grocery,Consumer,Operations,New,6,5802.0,8034.12,0.29,1709.94
2024-01-31,2024-02-08,North,Delhi,Coffee,Grocery,Home Office,Operations,New,9,7371.0,7866.86,0.25,716.99
2024-12-23,2024-12-25,East,Kolkata,Chair,Furniture,Corporate,Sales,Returning,5,139884.0,139962.83,0.18,2876.51
2024-05-05,2024-05-11,East,Patna,Jacket,Clothing,Home Office,Finance,Returning,11,35090.0,38034.1,0.27,487.8
2024-10-11,2024-10-19,North,Lucknow,Rice,Grocery,Consumer,Operations,Returning,13,18766.8,16212.8,0.01,2513.04
2024-03-31,2024-04-01,West,Ahmedabad,Tablet,Electronics,Corporate,Marketing,Returning,4,181292.0,138224.12,0.0,2255.12
2024-04-23,2024-04-27,East,Patna,Jeans,Clothing,Consumer,Marketing,VIP,16,12816.0,14316.94,0.15,2141.74
2024-09-13,2024-09-21,South,Bangalore,Cabinet,Furniture,Consumer,Marketing,VIP,6,106188.0,93585.0,0.18,2263.32
2024-12-13,2024-12-22,South,Chennai,Sofa,Furniture,Consumer,Sales,VIP,20,833952.0,728373.16,0.19,2834.92
2024-09-22,2024-09-30,North,Chandigarh,Snacks,Grocery,Corporate,Sales,VIP,16,30560.0,28962.6,0.22,236.2
2024-06-20,2024-06-22,West,Ahmedabad,Coffee,Grocery,Consumer,Finance,New,19,28728.0,25596.52,0.13,315.88
2024-11-16,2024-11-18,South,Bangalore,Sofa,Furniture,Corporate,Sales,VIP,1,39969.6,39583.71,0.24,2811.68
2025-02-24,2025-03-02,East,Kolkata,Monitor,Electronics,Consumer,Marketing,New,17,1139714.0,1118291.46,0.18,1371.74
2024-07-12,2024-07-18,North,Lucknow,Rice,Grocery,Consumer,Sales,New,3,5946.0,5967.05,0.24,258.89
2025-03-11,2025-03-18,West,Mumbai,Laptop,Electronics,Home Office,Sales,Returning,13,276640.0,259288.4,0.18,2013.2
2024-11-29,2024-11-30,North,Chandigarh,Snacks,Grocery,Corporate,Sales,Returning,15,5778.0,6159.51,0.03,1826.01
2024-08-03,2024-08-11,North,Lucknow,Desk,Furniture,Home Office,Marketing,Returning,20,343680.0,330208.22,0.24,275.42
2024-08-28,2024-09-02,East,Patna,Coffee,Grocery,Corporate,Operations,New,20,2320.0,4234.46,0.16,2007.26
2025-05-14,2025-05-18,South,Bangalore,Chair,Furniture,Corporate,Marketing,New,7,66374.0,60523.99,0.2,2114.87
2024-06-17,2024-06-20,West,Ahmedabad,Jacket,Clothing,Home Office,Marketing,Returning,4,18248.0,20747.86,0.28,1952.42
2024-07-11,2024-07-15,South,Chennai,Desk,Furniture,Corporate,Marketing,VIP,13,70720.0,49691.05,0.02,187.05
2025-05-14,2025-05-15,North,Delhi,Shoes,Clothing,Consumer,Marketing,New,7,13482.0,15531.81,0.27,2184.63
2025-03-07,2025-03-12,East,Patna,Desk,Furniture,Consumer,Sales,New,4,55976.0,58636.85,0.24,421.81
2024-03-28,2024-04-06,South,Chennai,Milk,Grocery,Corporate,Marketing,VIP,20,6840.0,7704.85,0.04,2780.05
2024-05-05,2024-05-06,South,Bangalore,Coffee,Grocery,Corporate,Finance,VIP,20,14040.0,13967.07,0.24,1050.27
2025-01-07,2025-01-09,North,Lucknow,Jeans,Clothing,Home Office,Finance,New,16,29936.0,27805.26,0.12,2659.02
2024-12-21,2024-12-29,East,Bhubaneswar,Milk,Grocery,Corporate,Marketing,VIP,16,26995.2,30948.37,0.28,1793.55
2024-04-21,2024-04-26,North,Delhi,Desk,Furniture,Corporate,Operations,Returning,14,415968.0,346950.04,0.11,1696.6
2024-10-25,2024-10-26,South,Bangalore,Shoes,Clothing,Home Office,Marketing,New,15,71820.0,60178.36,0.14,1285.96
2024-04-29,2024-05-04,West,Pune,Shoes,Clothing,Consumer,Operations,Returning,3,8736.0,9547.69,0.15,1685.29
2024-01-20,2024-01-29,North,Chandigarh,Chair,Furniture,Consumer,Sales,Returning,7,125209.0,103884.43,0.09,2465.14
2025-02-25,2025-03-03,East,Kolkata,Sofa,Furniture,Consumer,Marketing,Returning,13,410683.0,413651.9,0.2,2968.9
2024-04-29,2024-05-08,South,Chennai,Desk,Furniture,Home Office,Operations,Returning,19,678661.0,625376.04,0.24,1007.92
2024-01-16,2024-01-22,South,Chennai,Milk,Grocery,Corporate,Finance,VIP,5,8055.0,7927.56,0.0,2450.16
2024-10-02,2024-10-07,East,Bhubaneswar,Cabinet,Furniture,Corporate,Finance,VIP,11,86103.6,75261.03,0.04,2934.01
2024-09-30,2024-10-07,East,Patna,Snacks,Grocery,Consumer,Finance,New,7,8862.0,11612.69,0.29,1953.11
2025-02-27,2025-03-09,East,Kolkata,Chair,Furniture,Home Office,Operations,New,16,275760.0,296282.29,0.27,1219.09
2024-09-22,2024-09-23,South,Bangalore,T-Shirt,Clothing,Corporate,Sales,Returning,6,22218.0,22248.14,0.3,474.5
2024-06-07,2024-06-14,West,Pune,Monitor,Electronics,Consumer,Operations,New,16,406480.0,395716.57,0.22,1430.97
2025-02-17,2025-02-21,South,Bangalore,Cabinet,Furniture,Consumer,Finance,VIP,17,631975.0,539416.89,0.17,2238.14
2024-11-09,2024-11-12,East,Patna,Coffee,Grocery,Home Office,Marketing,Returning,14,17421.6,18039.2,0.12,2011.33
2024-10-02,2024-10-07,North,Chandigarh,Smartphone,Electronics,Consumer,Marketing,VIP,3,218689.2,224766.17,0.3,1703.19
2024-05-09,2024-05-13,East,Kolkata,Tablet,Electronics,Corporate,Finance,New,17,304725.0,303737.05,0.19,2059.3
2024-01-06,2024-01-11,West,Pune,Shoes,Clothing,Consumer,Finance,New,4,12716.0,13840.32,0.22,1505.8
2025-03-06,2025-03-09,North,Delhi,Cabinet,Furniture,Consumer,Finance,Returning,6,37098.0,31699.88,0.09,1650.5
2024-08-13,2024-08-19,West,Mumbai,Laptop,Electronics,Home Office,Marketing,New,6,175194.0,154409.21,0.13,238.49
2025-01-30,2025-02-06,North,Chandigarh,Shoes,Clothing,Consumer,Sales,New,7,24983.0,20101.59,0.07,365.02
2025-05-05,2025-05-07,West,Mumbai,Tablet,Electronics,Consumer,Sales,New,6,374688.0,339684.51,0.15,2465.31
2024-03-02,2024-03-06,East,Patna,Desk,Furniture,Home Office,Finance,Returning,7,198576.0,160857.38,0.0,1996.58
2025-02-21,2025-02-26,North,Chandigarh,Cabinet,Furniture,Consumer,Sales,VIP,20,157580.0,125462.65,0.07,974.45
2024-12-22,2024-12-29,West,Mumbai,Sofa,Furniture,Consumer,Marketing,VIP,5,98940.0,94288.79,0.2,295.79
2024-10-27,2024-10-28,North,Lucknow,Snacks,Grocery,Home Office,Operations,VIP,8,5606.4,7566.03,0.22,2296.01
2024-03-18,2024-03-25,North,Delhi,Sofa,Furniture,Corporate,Marketing,New,7,52388.0,52211.52,0.22,2966.8
2025-02-06,2025-02-07,West,Ahmedabad,Jeans,Clothing,Corporate,Marketing,VIP,17,48671.0,39546.07,0.01,2556.11
2024-05-07,2024-05-11,East,Bhubaneswar,Desk,Furniture,Home Office,Sales,VIP,20,600020.0,517943.57,0.06,1926.37
2024-03-05,2024-03-07,North,Chandigarh,Smartphone,Electronics,Consumer,Operations,New,6,323028.0,241243.19,0.02,2202.47
2024-05-07,2024-05-12,East,Kolkata,Desk,Furniture,Corporate,Operations,VIP,10,343770.0,365891.6,0.26,1495.4
2024-09-15,2024-09-25,East,Bhubaneswar,Milk,Grocery,Corporate,Finance,Returning,14,1960.0,3358.25,0.23,1339.45
2024-06-05,2024-06-13,North,Chandigarh,Desk,Furniture,Corporate,Finance,Returning,10,365120.0,278952.05,0.04,1460.85
2024-07-26,2024-08-02,South,Bangalore,Laptop,Electronics,Home Office,Marketing,Returning,13,1021826.0,789769.83,0.09,2963.81
2025-01-25,2025-02-01,North,Chandigarh,Laptop,Electronics,Corporate,Operations,New,9,589905.0,515313.97,0.15,2096.62
2024-09-01,2024-09-02,North,Lucknow,Snacks,Grocery,Home Office,Operations,New,12,7620.0,9696.37,0.18,2838.37
2024-11-25,2024-12-02,South,Chennai,Desk,Furniture,Consumer,Sales,New,13,160134.0,119825.7,0.06,1326.54
2024-07-29,2024-07-31,West,Pune,Shoes,Clothing,Home Office,Marketing,VIP,4,6676.0,9272.77,0.22,2797.05
2024-02-19,2024-02-21,West,Ahmedabad,T-Shirt,Clothing,Consumer,Finance,New,14,40068.0,35871.4,0.13,611.56
2025-04-30,2025-05-02,South,Hyderabad,Desk,Furniture,Corporate,Operations,VIP,15,283965.0,199405.42,0.02,629.92
2024-03-26,2024-03-28,South,Chennai,Snacks,Grocery,Home Office,Sales,VIP,10,6660.0,4848.03,0.02,186.03
2025-01-19,2025-01-20,South,Chennai,Rice,Grocery,Consumer,Sales,Returning,19,10108.0,8611.78,0.16,121.06
2024-07-08,2024-07-14,East,Bhubaneswar,Coffee,Grocery,Home Office,Finance,Returning,11,16082.0,16666.79,0.12,1871.35
2025-03-03,2025-03-06,East,Bhubaneswar,Laptop,Electronics,Corporate,Finance,VIP,1,54446.0,61625.32,0.29,2279.18
2024-04-06,2024-04-07,South,Chennai,Snacks,Grocery,Home Office,Finance,VIP,11,19283.0,19420.7,0.22,2066.0
2024-08-07,2024-08-15,South,Hyderabad,Snacks,Grocery,Home Office,Sales,Returning,4,5372.0,4490.45,0.06,515.17
2025-04-03,2025-04-11,North,Delhi,Rice,Grocery,Corporate,Finance,New,4,2132.0,4479.85,0.05,2838.21
2025-01-27,2025-02-01,North,Delhi,Rice,Grocery,Consumer,Marketing,Returning,8,15504.0,16293.56,0.2,2029.88
2024-06-24,2024-07-01,West,Mumbai,Jeans,Clothing,Home Office,Sales,VIP,13,31343.0,26958.52,0.08,943.83
2024-07-07,2024-07-10,North,Delhi,Jeans,Clothing,Home Office,Sales,VIP,11,5643.0,5829.07,0.02,1653.25
2024-12-05,2024-12-15,West,Pune,Jacket,Clothing,Home Office,Operations,VIP,19,85226.4,78991.77,0.16,1435.75
2024-11-03,2024-11-08,South,Chennai,Cabinet,Furniture,Home Office,Finance,New,5,43500.0,38201.94,0.15,2096.94
2025-05-09,2025-05-16,East,Patna,Milk,Grocery,Corporate,Marketing,VIP,2,3590.0,6221.2,0.22,2559.4
2025-02-21,2025-02-24,South,Hyderabad,Smartphone,Electronics,Corporate,Finance,Returning,1,50909.0,47771.83,0.2,2971.91
2025-03-14,2025-03-23,West,Pune,Tablet,Electronics,Corporate,Operations,VIP,13,277901.0,277732.97,0.24,2610.98
2024-03-11,2024-03-19,North,Lucknow,Shoes,Clothing,Home Office,Operations,VIP,16,35488.0,34735.88,0.24,667.4
2025-03-06,2025-03-09,North,Chandigarh,Smartphone,Electronics,Corporate,Finance,VIP,2,42588.0,43028.31,0.28,440.31
2024-01-18,2024-01-20,East,Patna,Milk,Grocery,Home Office,Finance,New,8,12064.0,12422.93,0.18,600.21
2024-11-19,2024-11-27,West,Ahmedabad,Monitor,Electronics,Home Office,Finance,Returning,12,226944.0,181245.85,0.04,1960.09
2024-04-02,2024-04-09,South,Bangalore,Coffee,Grocery,Home Office,Sales,VIP,16,20320.0,15673.56,0.04,1043.16
2024-09-22,2024-10-02,South,Chennai,Monitor,Electronics,Home Office,Finance,New,18,1111968.0,1056993.53,0.27,623.93
2024-10-21,2024-10-25,South,Bangalore,Coffee,Grocery,Consumer,Sales,New,6,1965.6,3474.46,0.29,1567.83
